Fthicket of,,This page is for brainstorming abilities. All you need here is a name for the abilitiy and a description of what its function is.,,This column is for developing the actual game text of an ability,,,,,,,,,,,,,,,,,,,,,,,,,
,Category,Ability Name,Ability Description,Rules Text,CP cost,Affinity req,W,U,B,R,G,tot,,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,,NEW AFFINITY,New Aff: X,New Aff: Di,New Aff: Kyle,New Aff: Gabe
0,Spell,Detect Life,Detect living creatures in a forward facing cone,"SELF
5ft cone
Casting this spell is a half action

Overloads

2: +5ft radius

Grants you a sixth sense to detect creatures with hostile intent towards you within the range, LoS permitting. Perceive Magic is rolled for this sense, opposed by stealth.",5,WG,2,,,,2,2,,5,,,,,,,,,,,,R3 limited,,,
0,Spell,Detect X,"As Detect Life, only one type of creature, color alignment, etc.","SELF
5ft cone
Casting this spell is a half action

Overloads

2: +5ft radius

Grants you a sixth sense to detect creatures with hostile intent towards you within the range, LoS permitting. Perceive Magic is rolled for this sense, opposed by stealth.",5,WBUG,2,2,2,,2,2,,5,,,,,,,,,,,,?,,,
0,Spell,Dispel Magic,Dispell ongoing magical effects. ,"INST SINGLE/AOE

Spellcasting roll is opposed by the spellcasting roll of the magical effect(s). If the net hits plus 2* CAST STAT is greater than the 2* CAST STAT of the magical effect, the magical effect ends.

Overload

2: +5ft diameter AoE
2: +1 effective cast stat for dispelling",20,8(W/U/G),8,8,,,8,8,,20,,,,,,,,,,,,R4-5 (only WG) lmited,,,
0,Spell,Elemental Blast,"F elemental damage, purchased per element type
W-radiant
U-Cold
B-Acid, dark
R-Lighting, fire
G-Acid","INST/SUST
Touch (non provoking), ranged
DV = CS+5 (ELEMENT)
Resist = Dodge,Block
Soak = Armor

Overloads

2: +1DV
2: AoE per 5ft diameter, (note that it starts at 5ft effectively) 
4: Sust

This attack does elemental damage of the chosen type, fixed upon purchase of ability.",5,"4*C*,(9)
",4,4,4,4,4,4,,5,,,,,,,,,,,,R3 limited,,,
0,Spell,End of Days,AoE save or die,"This spell is cast with three consecutive full actions over three consecutive rounds, resolving after the third full action is spent.

INST AoE
eDV: CS+9

Physical resist/physical soak
Targets that would take any damge from this ability instead lose 1 LUK, if they cannot lose 1 LUK they instead die.

Targets: 50ft Diameter.

Overloads

2: +1 DV
2: +10ft diameter",50,"24B,(30)",,,,,,,,50,,,,,,,,,,,,,,,
0,Spell,Energy Wall,1 point of Armor and Structure rating per hit. Barrier regenerates at start of next turn.,"SUST

CS/2 * 5ft length, 5ft height. CS*2 health. WIL*2 barrier rating. Wall health replenishes end of round.
Attacks creatures that enter, or are adjacent at end of round, with Spellcasting for CS+9 DV. Wall cannot be cast overlapping creatures.

Overloads

2: +1 DV
2: +5ft length
2: +5ft height
1: +2 hp
1: +1 barrier rating

",5,WUGRB,4,4,4,4,4,4,,5,,,,,,,,,,,,R4-5 limited?,,,
1,Spell,Explosive Runes,Create an explosive magical trap that triggers upon being read,,10,8R,,,,8,,8,,10,,,,,,,,,,,,needs balancing,,,
0,Spell,Eye of the Hurricane,Create a wind effect centered on yourself that knocks others back,"INST AOE SELF
5ft radius (from self)
eDV = CS + 9

Physical Resist
Physical Soak

0: no effect
1: 5ft pushback
9: prone
each 2 beyond, +5ft pushback

Overloads:

2: +1 eDV
3: +5ft radius

Make an opposed check against adjacent targets' Physical Resist using your spellcasting dicepool. On success, they are driven back. Succeed by 3 or more and they are knocked prone. Succeed by 6 or more and they are sent flying.
",5,UG,,4,,,4,8,,5,,,,,,,,,,,,R2-3 Limited,,,
0,Spell,Finger of Death,Single target save or die,"INST
eDV: CS+3

Dodge or block
physical soak

Overloads

2: +1 eDV

Targets that would take any damage from this ability instead lose 1 LUK, if they cannot lose 1 LUK they instead die.",30,"12B,(24)",,,,,,,,30,,,,,,,,,,,,,,,
1,Spell,Fire Conjuring,"Create, manipulate fire",,25,R,,,,,,,,25,,,,,,,,,,,,,,,
0,Spell,Flash Freeze,Damage init with ice,"INST, DIRECT, AOE (centered on self)
eDV = CS+7 (5ft radius)

Dodge
Armor soak

Overloads

2: +1 eDV 
2: +5ft radius

Flash Freeze does no damage, though it still applies the resulting DV as initiative damage.
",10,6U,,6,,,,6,,10,,,,,,,,,,,,R3? exclusive?,,,
0,Spell,Fling,Toss object as if with STR = MAG/2,"INST TRGT
Throw an object with effective STR = CS-2

When throwing a weapon or other similarly sized item (limited to weapons of your size) you may resolve the fling as an attack roll when directing the object at a specific target. When throwing larger objects the item is treated as a falling object and creatures in the target zone are entitled to a dodge(2) threshold check to avoid it.

Overloads

2: +1 effective STR",5,"3R,(6)",,,,4,,4,,5,,,,,,,,,,,,R2 limited,,,
0,Spell,Fog,"A dense blanket of fog rolls in clouding vision.  Fog moves into the region.  Everyone inside can only see 10 ft away clearly and 20 ft dimly.  Fog rolls into lower regions in the area.  If on higher elevations, the fog will dissipate faster.  Fog will not sustain in high winds or existing rainstorms.","SUST
5ft diameter per CS

first 5ft of fog grant moderate concealment, 10ft+ total concealment.

Overloads

3: +5ft diameter
",5,"4(U|G),(9)",,6,,,6,6,,5,,,,,,,,,,,,R3 limited,,,
0,Spell,Glitterdust,"Chance to blind, reveal invis","AOE
eDV = CS +7
Resist with mental res. Soak with mental soak. 

final eDV
0: target is illuminated for a minute
1: plus target suffers -2 vision penalties and attackers get superior ground against the target until end of next round.
9: plus target is blinded until the end of the round.

Overloads

2: +1 eDV
2: +5t diameter",5,"4(W/G),(15)",4,,,,4,4,,5,,,,,,,,,,,,R3-4 limited?,,,
0,Spell,Gust of Wind,Magical bullrush based off spell force // up to net hits?,"INST AOE
eDV = CS
5ft cone

Physical Resist
Physical Soak

Overloads:

2: +1 eDV
2: +5ft radius

For every 4 applied eDV push the target 1 square, pushing 3+ squares knocks the target prone.",5,RG,,,,4,4,4,,5,,,,,,,,,,,,R3 limited,,,
0,Spell,Haste,5 more speed per 2 HITS up to FORCE HITS,"SUST TRGT(SELF)
Recipient gains 5 speed per CS/2
Casting this spell is a half action

Overloads

4: +5ft bonus",5,"3(U|R),(6)",,4,,,,4,,5,,,,,,,,,,,,R2 lmited,,,
0,Spell,Hush,Applies penalty to those attempting to hear the subject,"SUST SINGLE/AOE TRGT(SELF)
Inflict CS/2 penalty on audio perception checks attempting to perceive subject 
Casting this spell is a half action

Overloads:

4: +1 penalty
4: +5ft radius",5,UB,,4,4,,,4,,5,,,,,,,,,,,,R2-3 limited,,,
1,Spell,Ice Conjuring,,"INST
F/2+4

You can conjure ice into any shape that suits your purpose. While it’s possible to make crude coffers, doors, and so forth with this function, fine detail isn’t possible. (10 cubic feet per FORCE). For surfaces you can choose rough (nonslip) or smooth (checks required) ice. Ice has (barrier rating / HP per thickness) . (40 cubic feet per force) of existing ice may be reshaped instead. Ice cannot be conjured into occupied space, cannot exert force in the conjuring process, or be conjured flush with intricate surfaces.

You can form ice with focused detail into an object that suits your purpose. For every (3 FORCE) beyond (F=1) you may create another item as part of the same action. If shaping the item from existing ice, you may instead create one item per (FORCE)

You can flash freeze existing water and liquids. If the objects are attended they are entitled to resist with the owner’s Mental Resistance. You can freeze up to (20 cubic feet per force) of contiguous water or liquid.",25,"7U,(15)",,8,,,,8,,25,,,,,,,,,,,,R5 limited,,,
0,Spell,Ignite,Set a target on fire,"INST TRGT
eDV = CS + 9

physical resist
physical soak

ignites target for unsoaked eDV

Overloads:

2: +1 eDV
3: +5ft AoE",5,"4R,(9)",,,,6,,6,,5,,,,,,,,,,,,R3 limited,,,
0,Spell,Invisibility,drastically reduce chance to be noticed by sight,"SUST SINGLE/AOE TRGT(SELF)
CS/2 penalty to being perceived visually.
Casting this spell is a half action.

Overloads:

2: -1 additional penalty
2: +5ft radius",10,"7(U|B),(9)",,6,6,,,6,,10,,,,,,,,,,,,R3 exclusive,,,
0,Spell,Lay on Hands,Heal lethal,"INST DIRECT TRGT(SELF)
Heals a wound for up to CS/2

Overloads:

2: +1 max heal ",5,"3W,(6)",4,,,,,4,,5,,,,,,,,,,,,R2-3 open,,,
6,,,,,,,,,,4,,4,,,,,,,,,,,,,,R3 limited?,,,
0,Spell,Levitate,"Levitate objects, people","SUST TRGT
Range = 30 ft
Lift up to 50kg per CS (single object or clump of objects)
Or up to SPELLCASTING individual objects of negligible weight
Can only target attended objects if the attendee is willing
Cannot move objects that are stuck or restrained

Affecting a creature requires an opposed check 
eDV = F+3

mental/phys

0: no effect
1+: the target is lifted up and dropped prone if they fail a (2) acrobatics check
9+ the target is levitated until the end of the round

Overloads

2: +1 eDV
2: +5ft range

You can move the target at a rate of 5ft per half action, or in the case of multiple small objects, 20ft. As a half action you can also set the object(s) to follow you, but they are limited to traveling at the listed speeds per round and move at the end of the round. Targets can be raised at most 30ft off the ground and if moved to be higher will descend safely at 60ft per round. ",5,"3U,(6)",,4,,,,4,,5,,,,,,,,,,,,R2-3 limited,"Mono U open

- at such low tradition rank thresholds there's little difference for the majority of play between open, limited or even exclusive. The purpose of putting these low TR abilities as open/limited/excl is to suggest what sort of baseline low CP NPC might have.",,
0,Spell,Life drain,"force save, heal user, etc","INST INDIRECT
Touch
CS+4 DV

Dodge, block, parry
Physical Soak

Heal half damage dealt without suffering healing drain. Damage is dealt as drain damage.",15,"3B,(12)",,,6,,,6,,15,,,,,,,,,,,,R4 limited,Mono B open,,
0,Spell,Lightning Storm,"Build up an escalating number of bolts, then unleash them all at once.","INST INDIRECT
CS+5 DV

Casting a new Lightning Storm starts a Storm Pool at 1. Each subsequent casting of Lightning Storm under the same conditions adds 1 more to the storm pool than the previous casting (+2,+3... etc) up to a maximum of WIL+(mainstat) maximum points in your Storm Pool. As an Extra action you may expend all points in your storm pool to designate the target area for this ability, resolving one single target attack per Storm Pool Point split equally among targets.

Overloads:

2: +1 DV",15,"9R,(18)",,,,12,,12,,15,,,,,,,,,,,,R5-7 limited / open?,Mono R limited,,
0,Spell,Mage Hand,"Hits = STR and AGI of hands, -2 on skills performed with hands","SUST
Range = 10 ft
CS-2 = STR and AGI of hand.
You have mild tactile feedback through the hand but cannot feel temperature

Overloads:

4: +1 effective STR and AGI
2: +5ft range.",5,"3U,(6)
",,2,,,,2,,5,,,,,,,,,,,,R2-3 open,mono U open,,
0,Spell,Mask,Disguises an individual. Hits contribute to disguise up to FORCE as cap.,"SUST TRGT(SELF)

CS/2 bonus to disguise

Overloads:

4: +1 disguise bonus
2: +5ft radius

Casting this spell is a half action",10,"1U,1B,1(U|B),(6)
",,4,4,,,4,,10,,,,,,,,,,,,R2-3 Limited,"UB required, limited",,
0,Spell,Mass Translocation,All willing allies may exchange places with one another,"INST AoE
CS/2 * 5ft radius

All willing targets within the area may exchange places with one another.

Overloads:

2: +5ft radius",15,"6(W|U),(12)",4,6,,,,6,,15,,,,,,,,,,,,R4-5 lmited,"UW required, limited",,
0,Spell,Memory Cast,Copy spell you recently saw cast,"Make a Perceive Magic check with a -1 penalty for each (INT+LOG) /3 rounds since the observed spell was cast. If any hits result, you succeed at recalling the spell and cast it within your capabilities. If no net hits result, you fail and the action (typical for spellcasting) is wasted.",10,"9U,(18)",,8,,8,,8,,10,,,,,,,,,,,,R5-6 limited,U limited,,
0,Spell,Mind Control,Overpower someones mind and be able to order them.,"TRGT SUST
CS+5 eDV
Mental Resist
Mental Soak

0: no effect
1: target cannot move if it takes an action on its next turn, or cannot take an action if it moves on its next turn.
9: Target is mind controlled until the end of its next turn
each  2 beyond: +1 turn MC

(clause for more saves to escape. clause for making it permanent)

Overloads:

2: +1 eDV",40,"10U,(21)",,12,,,,12,,40,,,,,,,,,,,,,,,
0,Spell,Mindblank,HITS to dice pool against mind affecting and divination up to FORCE/2,"SUST SELF
CS/2 to dice pool against mind affecting and divination effects.
Casting this spell is a half action

Overloads

4: +5ft radius
2: +1 bonus",5,"6(U|B),(12)",,8,4,,,8,,5,,,,,,,,,,,,R4 Limited,UB,,
0,Spell,Petrify,Petrify target,"INST DIRECT TRGT
CS +5 eDV
Target resists with physical resistance
Target then soaks with mental soak

0: no effect
1: target may either move or use actions on their next turn but not both.
9: Target is petrified until the end of the round
each 4 beyond: Target is petrified for an additional round

overloads:

2: +1 eDV",20,"1B,1G,1(G|B),(12)",,,8,,4,8,,20,,,,,,,,,,,,R4 limited,"GB required, open",,
0,Spell,Phantasm,Create illusory effects. Individuals directly interacting have chance to disbelieve. Indirect interaction has chance to disbelieve or discern the effect is illusory.,"SUST
Default: stationary image

Resisted with mental res/mental soak
eDV = CS + 5 
0: The subject sees through the illusion
1+: The target is aware the effect is an illusion, but has difficulty seeing through, treat as partial concelament for things within the illusion.
9+: The target believes the effect is real until it is otherwise demonstrated to be an illusion.

Overloads:

2: +1 eDV
2: The phantasm can produce sound
2: the phantasm can move
",20,"7U,(9)",,4,,,,4,,20,,,,,,,,,,,,R3 exclusive,,,
0,Spell,Rageful Treason,This turn an enemy attacks their allies in a blinding fury of rage,"INST TRGT
CS+5 eDV
mental res
mental soak

0: no effect
1: target must take the attack action on its next turn
9: target considers enemies as allies and allies as enemies on its next turn

Overloads:

2: +1 eDV
4: +5ft diameter",15,8R,,,,8,,8,,15,,,,,,,,,,,,R3-4 exclusive,,,
0,Spell,Rejuvenate,Heal over time,"SUST TRGT(SELF)
Heals 2 per round up to CS or full health. Healing occurs at the end of the round.

Overloads:

1: +1 max heal",5,"4G,(6)",,,,,4,4,,5,,,,,,,,,,,,R2 limited,,,
0,Spell,Renew Vitality,Heal lethal,"INST TRGT(SELF)
Heals for up to CS/2 lethal damage.

Overloads:

1: +1 heal",5,"4G,(9)",,,,,4,4,,5,,,,,,,,,,,,R2 limited,,,
0,Spell,Seal,"Reinforce lock, door, etc against opening, +1 threshold per hit up to FORCE / 2.

Unseal","SUST TRGT

+ CS/2 to door/lock threshold
_____________________________________
+ CS/2 to lockpicking checks

Casting this spell is a half action

Overloads:

2: +1 bonus to lockpicking
4: +1 to door/lock threshold",5,"3(W|U|G),(6)",4,4,,,4,4,,5,,,,,,,,,,,,R2 limited,Mono U open,,
0,Spell,Sending,Send message of X words per hit,"INST
Send a message of 25 words up to (CS*10) feet to a known recipient.

Overloads:

4: *10 distance

",5,"4U,(9)",,2,,,,2,,5,,,,,,,,,,,,R3 limited,,,
0,Spell,Shadow,Reduce visibility in an area,"SUST AoE
Area = 15ft radius, reduce visibility by CS/2

Overloads:

2: +1 visibility reduction
2: +5ft radius",5,"1B,(6)",,,4,,,4,,5,,,,,,,,,,,,R2 limited,Open,,
0,Spell,Shatter,Break objects,"DIRECT INST
DV = CS+7
Can only target objects. Attended objects are entitled to physical resist and physical soak on top of their hardness.

Overloads:

2: +1 eDV",10,"7(W|R|G),(9)
",6,,,6,6,6,,10,,,,,,,,,,,,R3 exclusive,,,
0,Spell,Sheepstick,"The target is turned into a dimminutive animal: squirrel, bunny, sheep (1/1) NOT GOATS, GOATS ARE (0/1)","INST SUST TRGT
CS+5 eDV
mental resist
physical soak

0: no effect
1: target can't both move and take actions on their next turn
9: Target is turned into a small harmless creature until the end of the round. This effect ends early if they are targeted by any hostile effects.
each 4 beyond: Effect persists for another round

Overloads:

2: +1 eDV",30,"10U,(21)",,14,,,,14,,30,,,,,,,,,,,,R7 limited,,,
